date,tournament_name,entry_count,active_count,withdrawal_count,url
2026-03-25,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-25,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-25,2026 Hartford Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-25,2026 New York State Open,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-25,2026 Pacific Coast Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-25,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-25,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-26,2026 Atlantic City Open,242,242,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-03-26,2026 Bradley Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-03-26,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-03-26,2026 Chicago Open,182,182,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-03-26,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-03-26,2026 Cleveland Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-03-26,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-26,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-26,2026 Hartford Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-26,2026 New York State Open,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-26,2026 Pacific Coast Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-26,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-26,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-27,2026 Atlantic City Open,249,249,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-03-27,2026 Bradley Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-03-27,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-03-27,2026 Chicago Open,183,183,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-03-27,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-03-27,2026 Cleveland Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-03-27,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-27,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-27,2026 Hartford Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-27,2026 New York State Open,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-27,2026 Pacific Coast Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-27,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-27,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-28,2026 Atlantic City Open,274,265,9,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-03-28,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-03-28,2026 Bradley Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-03-28,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-03-28,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-03-28,2026 Chicago Open,189,185,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-03-28,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-03-28,2026 Cleveland Open,3,2,1,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-03-28,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-28,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-28,2026 Hartford Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-28,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-03-28,2026 New York State Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-28,2026 Pacific Coast Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-28,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-28,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-28,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-03-28,"2026 World Open, top 6 sections",30,30,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-03-29,2026 Atlantic City Open,286,277,9,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-03-29,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-03-29,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-03-29,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-03-29,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-03-29,2026 Chicago Open,194,190,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-03-29,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-03-29,2026 Cleveland Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-03-29,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-29,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-29,2026 Hartford Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-29,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-03-29,2026 New York State Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-29,2026 Pacific Coast Open,4,3,1,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-29,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-29,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-29,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-03-29,"2026 World Open, top 6 sections",29,29,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-03-30,2026 Atlantic City Open,318,306,12,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-03-30,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-03-30,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-03-30,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-03-30,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-03-30,2026 Chicago Open,202,198,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-03-30,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-03-30,2026 Cleveland Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-03-30,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-30,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-30,2026 Hartford Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-30,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-03-30,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-30,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-30,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-30,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-30,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-03-30,"2026 World Open, top 6 sections",30,30,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-03-31,2026 Atlantic City Open,390,376,14,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-03-31,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-03-31,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-03-31,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-03-31,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-03-31,2026 Chicago Open,204,200,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-03-31,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-03-31,2026 Cleveland Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-03-31,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-03-31,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-03-31,2026 Hartford Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-03-31,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-03-31,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-03-31,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-03-31,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-03-31,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-03-31,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-03-31,"2026 World Open, top 6 sections",30,30,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-04-01,2026 Atlantic City Open,400,383,17,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-04-01,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-04-01,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-04-01,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-04-01,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-04-01,2026 Chicago Open,209,205,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-04-01,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-04-01,2026 Cleveland Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-04-01,2026 DC International,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-04-01,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-04-01,2026 Hartford Open,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-04-01,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-04-01,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-04-01,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-04-01,2026 Pittsburgh Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-04-01,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-04-01,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-04-01,"2026 World Open, top 6 sections",31,31,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-04-02,2026 Atlantic City Open,411,393,18,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-04-02,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-04-02,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-04-02,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-04-02,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-04-02,2026 Chicago Open,212,208,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-04-02,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-04-02,2026 Cleveland Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-04-02,2026 DC International,6,6,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-04-02,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-04-02,2026 Hartford Open,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-04-02,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-04-02,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-04-02,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-04-02,2026 Pittsburgh Open,3,2,1,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-04-02,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-04-02,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-04-02,"2026 World Open, top 6 sections",31,31,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-04-03,2026 Atlantic City Open,421,398,23,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-04-03,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-04-03,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-04-03,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-04-03,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-04-03,2026 Chicago Open,214,210,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-04-03,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-04-03,2026 Cleveland Open,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-04-03,2026 DC International,6,6,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-04-03,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-04-03,2026 Hartford Open,8,8,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-04-03,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-04-03,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-04-03,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-04-03,2026 Pittsburgh Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-04-03,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-04-03,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-04-03,"2026 World Open, top 6 sections",31,31,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-04-04,2026 Atlantic City Open,424,401,23,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-04-04,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-04-04,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-04-04,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-04-04,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-04-04,2026 Chicago Open,218,214,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-04-04,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-04-04,2026 Cleveland Open,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-04-04,2026 DC International,6,6,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-04-04,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-04-04,2026 Hartford Open,8,8,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-04-04,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-04-04,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-04-04,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
2026-04-04,2026 Pittsburgh Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoA==
2026-04-04,2026 Southern Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfog==
2026-04-04,2026 World Open Under 13 Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKnpA==
2026-04-04,"2026 World Open, top 6 sections",32,32,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGipA==
2026-04-05,2026 Atlantic City Open,424,401,23,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKClpA==
2026-04-05,2026 Atlantic Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlow==
2026-04-05,2026 Bradley Open,3,3,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfng==
2026-04-05,2026 Central California Open,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOloQ==
2026-04-05,2026 Chicago Class,1,1,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOeoA==
2026-04-05,2026 Chicago Open,222,218,4,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioA==
2026-04-05,2026 Chicago Open Blitz,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGioQ==
2026-04-05,2026 Cleveland Open,5,5,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfow==
2026-04-05,2026 DC International,6,6,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKGmoA==
2026-04-05,2026 DC Open,2,2,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKjnQ==
2026-04-05,2026 Hartford Open,9,9,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfnw==
2026-04-05,2026 New York State Championship,0,0,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOlog==
2026-04-05,2026 New York State Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKKipQ==
2026-04-05,2026 Pacific Coast Open,4,4,0,https://chessaction.com/tournaments/index.php?view=zNTizdLa&tid=nKOfoQ==
